adm9,yyyymm,year,youth_net_migration_rate,RIR,monthly_rent_equiv,youth_income
481212500,202012,2020,-0.180471,0.2212284637769894,63.41687578511466,286.65785
481212500,202101,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202102,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202103,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202104,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202105,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202106,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202107,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202108,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202109,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202110,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202111,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202112,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481212500,202201,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202202,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202203,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202204,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202205,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202206,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202207,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202208,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202209,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202210,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202211,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202212,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481212500,202301,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202302,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202303,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202304,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202305,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202306,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202307,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202308,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202309,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202310,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202311,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202312,2023,-0.192809,0.3367365352687056,109.224384521387,324.36155
481212500,202401,2024,,,,
481212500,202402,2024,,,,
481212500,202403,2024,,,,
481212500,202404,2024,,,,
481212500,202405,2024,,,,
481212500,202406,2024,,,,
481212500,202407,2024,,,,
481212500,202408,2024,,,,
481212500,202409,2024,,,,
481212500,202410,2024,,,,
481212500,202411,2024,,,,
481212500,202412,2024,,,,
481213100,202012,2020,-0.180471,0.2212284637769894,63.41687578511466,286.65785
481213100,202101,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202102,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202103,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202104,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202105,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202106,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202107,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202108,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202109,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202110,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202111,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202112,2021,-0.0853,0.3149533003303406,94.61124702664355,300.3977
481213100,202201,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202202,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202203,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202204,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202205,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202206,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202207,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202208,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202209,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202210,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202211,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
481213100,202212,2022,-0.174821,0.33073251274667,104.8969593081796,317.16555
